zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren
F;kE14E15;500-1000;1000-5000;200-500;61.75
F;kE14E15;500-1000;1000-5000;500-1000;83.19
F;kE14E15;500-1000;1000-5000;1000-5000;151.71
F;kE16;<50;50-100;<50;143.29
F;kE16;<50;50-100;50-100;173.17
F;kE16;<50;50-100;100-200;204.48
F;kE16;<50;100-200;<50;99.83
F;kE16;<50;100-200;50-100;132.18
F;kE16;<50;100-200;100-200;168.52
F;kE16;<50;100-200;200-500;249.94
F;kE16;<50;200-500;<50;79.12
F;kE16;<50;200-500;50-100;144.82
F;kE16;<50;200-500;100-200;161.4
F;kE16;<50;200-500;200-500;221.93
F;kE16;<50;500-1000;200-500;214.62
F;kE16;50-100;50-100;50-100;171.78
F;kE16;50-100;50-100;100-200;93.56
F;kE16;50-100;50-100;200-500;68.35
F;kE16;50-100;50-100;500-1000;83.15
F;kE16;50-100;100-200;<50;104.63
F;kE16;50-100;100-200;50-100;109.98
F;kE16;50-100;100-200;100-200;144.58
F;kE16;50-100;100-200;200-500;243.67
F;kE16;50-100;200-500;<50;75.73
F;kE16;50-100;200-500;50-100;91.93
F;kE16;50-100;200-500;100-200;124.02
F;kE16;50-100;200-500;200-500;152.4
F;kE16;50-100;200-500;500-1000;237.9
F;kE16;50-100;500-1000;100-200;230.77
F;kE16;50-100;500-1000;200-500;149.63
F;kE16;50-100;500-1000;500-1000;283.71
F;kE16;50-100;1000-5000;1000-5000;73.58
F;kE16;100-200;100-200;200-500;355.48
F;kE16;100-200;200-500;50-100;66.29
F;kE16;100-200;200-500;100-200;95.34
F;kE16;100-200;200-500;200-500;124.75
F;kE16;100-200;200-500;500-1000;197.83
F;kE16;100-200;200-500;1000-5000;67.25
F;kE16;100-200;500-1000;50-100;104.46
F;kE16;100-200;500-1000;100-200;87.01
F;kE16;100-200;500-1000;200-500;114.83
F;kE16;100-200;500-1000;500-1000;118.78
F;kE16;100-200;1000-5000;200-500;173.07
F;kE16;100-200;1000-5000;500-1000;118.2
F;kE16;200-500;200-500;200-500;99.18
F;kE16;200-500;200-500;500-1000;78.45
F;kE16;200-500;500-1000;100-200;85.79
F;kE16;200-500;500-1000;200-500;96.87
F;kE16;200-500;500-1000;500-1000;109.1
F;kE16;200-500;500-1000;1000-5000;206.78
F;kE16;200-500;1000-5000;100-200;106.0
F;kE16;200-500;1000-5000;200-500;117.41
F;kE16;200-500;1000-5000;500-1000;95.53
F;kE16;200-500;1000-5000;1000-5000;83.75
F;kE16;500-1000;1000-5000;500-1000;73.54
F;kE16;500-1000;1000-5000;1000-5000;74.47
F;k2015;<50;50-100;<50;125.43
F;k2015;<50;50-100;50-100;180.06
F;k2015;<50;50-100;100-200;270.34
F;k2015;<50;50-100;200-500;160.02
F;k2015;<50;100-200;<50;71.77
F;k2015;<50;100-200;50-100;84.7
F;k2015;<50;100-200;100-200;109.36
F;k2015;<50;100-200;200-500;211.18
F;k2015;<50;200-500;<50;209.48
F;k2015;<50;200-500;50-100;91.45
F;k2015;<50;200-500;100-200;85.44
F;k2015;<50;200-500;200-500;127.12
F;k2015;<50;500-1000;50-100;29.97
F;k2015;<50;500-1000;100-200;265.94
F;k2015;<50;500-1000;200-500;244.0
F;k2015;<50;500-1000;500-1000;144.38
F;k2015;50-100;50-100;100-200;191.19
F;k2015;50-100;50-100;200-500;49.3
F;k2015;50-100;100-200;<50;68.84
F;k2015;50-100;100-200;50-100;75.59
F;k2015;50-100;100-200;100-200;95.26
F;k2015;50-100;100-200;200-500;165.21
F;k2015;50-100;100-200;500-1000;268.78
F;k2015;50-100;200-500;<50;69.08
F;k2015;50-100;200-500;50-100;55.55
F;k2015;50-100;200-500;100-200;75.69
F;k2015;50-100;200-500;200-500;91.38
F;k2015;50-100;200-500;500-1000;192.78
F;k2015;50-100;500-1000;100-200;394.88
F;k2015;50-100;500-1000;200-500;73.62
F;k2015;50-100;500-1000;500-1000;102.33
F;k2015;100-200;50-100;200-500;44.51
F;k2015;100-200;50-100;500-1000;66.0
F;k2015;100-200;100-200;<50;138.9
F;k2015;100-200;100-200;50-100;125.5
F;k2015;100-200;100-200;100-200;336.4
F;k2015;100-200;100-200;200-500;140.89
F;k2015;100-200;200-500;50-100;62.48
F;k2015;100-200;200-500;100-200;74.73
F;k2015;100-200;200-500;200-500;81.89
F;k2015;100-200;200-500;500-1000;127.83
F;k2015;100-200;200-500;1000-5000;223.46
F;k2015;100-200;500-1000;50-100;68.05
F;k2015;100-200;500-1000;100-200;95.08
F;k2015;100-200;500-1000;200-500;66.78
F;k2015;100-200;500-1000;500-1000;54.49
F;k2015;100-200;500-1000;1000-5000;58.48
F;k2015;100-200;1000-5000;200-500;84.94
F;k2015;100-200;1000-5000;500-1000;37.79
F;k2015;200-500;200-500;200-500;81.15
F;k2015;200-500;200-500;500-1000;100.79
F;k2015;200-500;500-1000;100-200;43.05
F;k2015;200-500;500-1000;200-500;66.59
F;k2015;200-500;500-1000;500-1000;62.35
F;k2015;200-500;500-1000;1000-5000;78.69
F;k2015;200-500;1000-5000;200-500;47.22
F;k2015;200-500;1000-5000;500-1000;51.4
F;k2015;200-500;1000-5000;1000-5000;47.95
F;k2015;500-1000;1000-5000;200-500;30.34
F;k2015;500-1000;1000-5000;500-1000;88.42
F;k2015;500-1000;1000-5000;1000-5000;51.83
