zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren;EPgl_ren;CO2
D;kE8E9;50-100;200-500;1000-5000;318.21;27.69;63.3
D;kE8E9;50-100;500-1000;<50;95.11;13.5;19.1
D;kE8E9;50-100;500-1000;50-100;136.26;11.48;27.47
D;kE8E9;50-100;500-1000;100-200;181.73;10.24;36.3
D;kE8E9;50-100;500-1000;200-500;272.02;17.61;54.03
D;kE8E9;50-100;500-1000;500-1000;326.9;31.62;65.0
D;kE8E9;50-100;500-1000;1000-5000;202.34;157.67;41.49
D;kE8E9;50-100;1000-5000;<50;70.92;0.0;14.18
D;kE8E9;50-100;1000-5000;50-100;120.3;85.56;27.02
D;kE8E9;50-100;1000-5000;100-200;270.47;4.91;55.89
D;kE8E9;50-100;1000-5000;200-500;378.04;8.17;75.96
D;kE8E9;50-100;1000-5000;500-1000;455.86;15.94;92.51
D;kE8E9;100-200;50-100;<50;236.18;1.07;48.43
D;kE8E9;100-200;50-100;50-100;129.69;0.12;25.4
D;kE8E9;100-200;50-100;100-200;128.38;4.87;25.68
D;kE8E9;100-200;50-100;200-500;197.0;3.26;38.57
D;kE8E9;100-200;50-100;500-1000;194.6;0.0;36.49
D;kE8E9;100-200;100-200;<50;156.78;1.88;31.36
D;kE8E9;100-200;100-200;50-100;166.06;6.09;33.32
D;kE8E9;100-200;100-200;100-200;148.75;9.22;32.2
D;kE8E9;100-200;100-200;200-500;207.6;7.5;39.67
D;kE8E9;100-200;100-200;500-1000;161.43;12.47;31.59
D;kE8E9;100-200;100-200;1000-5000;541.54;0.0;108.31
D;kE8E9;100-200;200-500;<50;118.61;8.37;23.6
D;kE8E9;100-200;200-500;50-100;113.67;6.71;22.9
D;kE8E9;100-200;200-500;100-200;142.13;7.86;28.31
D;kE8E9;100-200;200-500;200-500;212.81;19.65;42.6
D;kE8E9;100-200;200-500;500-1000;297.73;19.76;59.57
D;kE8E9;100-200;200-500;1000-5000;273.99;9.52;54.0
D;kE8E9;100-200;500-1000;<50;103.8;3.49;21.8
D;kE8E9;100-200;500-1000;50-100;111.81;7.27;22.58
D;kE8E9;100-200;500-1000;100-200;123.09;7.29;24.61
D;kE8E9;100-200;500-1000;200-500;191.16;17.85;38.12
D;kE8E9;100-200;500-1000;500-1000;250.9;27.42;49.89
D;kE8E9;100-200;500-1000;1000-5000;328.42;17.17;65.36
D;kE8E9;100-200;1000-5000;<50;243.3;289.35;8.95
D;kE8E9;100-200;1000-5000;50-100;104.34;3.39;20.77
D;kE8E9;100-200;1000-5000;100-200;160.51;23.03;34.29
D;kE8E9;100-200;1000-5000;200-500;203.18;13.16;41.02
D;kE8E9;100-200;1000-5000;500-1000;286.04;27.91;56.85
D;kE8E9;100-200;1000-5000;1000-5000;304.25;14.45;57.27
D;kE8E9;200-500;50-100;200-500;117.1;1.91;23.71
D;kE8E9;200-500;100-200;<50;155.29;0.5;29.19
D;kE8E9;200-500;100-200;50-100;37.26;0.2;7.02
D;kE8E9;200-500;100-200;100-200;110.85;0.79;15.9
D;kE8E9;200-500;100-200;200-500;107.28;1.27;23.76
D;kE8E9;200-500;100-200;500-1000;47.02;0.0;8.82
D;kE8E9;200-500;200-500;<50;456.64;0.0;91.33
D;kE8E9;200-500;200-500;50-100;145.73;37.96;29.03
D;kE8E9;200-500;200-500;100-200;126.53;2.92;24.33
D;kE8E9;200-500;200-500;200-500;170.1;20.88;34.33
D;kE8E9;200-500;200-500;500-1000;249.13;29.53;51.55
D;kE8E9;200-500;200-500;1000-5000;422.44;0.45;58.36
D;kE8E9;200-500;500-1000;<50;167.34;20.33;39.14
D;kE8E9;200-500;500-1000;50-100;118.21;10.72;20.59
D;kE8E9;200-500;500-1000;100-200;110.69;9.72;22.35
D;kE8E9;200-500;500-1000;200-500;147.74;15.33;29.6
D;kE8E9;200-500;500-1000;500-1000;202.29;29.23;41.02
D;kE8E9;200-500;500-1000;1000-5000;348.05;4.78;71.11
D;kE8E9;200-500;1000-5000;<50;57.89;16.62;12.85
D;kE8E9;200-500;1000-5000;50-100;87.84;3.21;17.72
D;kE8E9;200-500;1000-5000;100-200;98.14;8.12;19.79
D;kE8E9;200-500;1000-5000;200-500;130.79;9.25;26.13
D;kE8E9;200-500;1000-5000;500-1000;188.26;24.23;38.02
D;kE8E9;200-500;1000-5000;1000-5000;222.05;23.39;44.93
D;kE8E9;500-1000;200-500;50-100;76.83;2.12;15.37
D;kE8E9;500-1000;200-500;100-200;153.04;0.07;30.45
D;kE8E9;500-1000;500-1000;1000-5000;286.58;1.86;55.36
D;kE8E9;500-1000;1000-5000;50-100;39.96;2.96;7.92
D;kE8E9;500-1000;1000-5000;100-200;57.92;2.99;11.43
D;kE8E9;500-1000;1000-5000;200-500;93.19;5.69;20.31
D;kE8E9;500-1000;1000-5000;500-1000;135.78;16.77;27.01
D;kE8E9;500-1000;1000-5000;1000-5000;174.16;15.35;35.04
D;kE10E11;<50;50-100;<50;195.72;17.23;39.82
D;kE10E11;<50;50-100;50-100;262.98;24.34;52.72
D;kE10E11;<50;50-100;100-200;339.07;25.88;67.41
D;kE10E11;<50;50-100;200-500;316.01;19.45;63.75
D;kE10E11;<50;50-100;500-1000;239.5;6.65;40.22
D;kE10E11;<50;50-100;1000-5000;234.5;186.21;53.77
D;kE10E11;<50;100-200;<50;144.33;11.49;29.68
D;kE10E11;<50;100-200;50-100;167.75;13.71;33.8
D;kE10E11;<50;100-200;100-200;241.75;18.1;47.8
D;kE10E11;<50;100-200;200-500;317.05;19.25;61.59
D;kE10E11;<50;100-200;500-1000;273.66;20.19;53.04
D;kE10E11;<50;100-200;1000-5000;240.43;15.47;46.83
D;kE10E11;<50;200-500;<50;129.5;13.35;26.58
D;kE10E11;<50;200-500;50-100;151.44;12.45;30.77
D;kE10E11;<50;200-500;100-200;219.19;14.75;43.31
D;kE10E11;<50;200-500;200-500;314.61;22.09;60.76
D;kE10E11;<50;200-500;500-1000;341.63;53.34;66.41
D;kE10E11;<50;200-500;1000-5000;436.48;6.02;82.72
D;kE10E11;<50;500-1000;<50;52.27;10.48;7.83
D;kE10E11;<50;500-1000;50-100;321.46;63.85;69.37
D;kE10E11;<50;500-1000;100-200;277.28;7.02;55.48
D;kE10E11;<50;500-1000;200-500;418.82;9.44;84.53
D;kE10E11;<50;500-1000;500-1000;128.63;16.51;26.54
D;kE10E11;<50;1000-5000;<50;362.26;9.89;73.93
D;kE10E11;<50;1000-5000;50-100;197.49;5.34;39.67
D;kE10E11;<50;1000-5000;100-200;196.19;5.63;40.36
D;kE10E11;<50;1000-5000;200-500;353.93;6.52;69.64
D;kE10E11;<50;1000-5000;500-1000;372.88;2.54;74.71
D;kE10E11;50-100;50-100;<50;206.81;6.76;41.8
D;kE10E11;50-100;50-100;50-100;165.21;9.31;33.46
D;kE10E11;50-100;50-100;100-200;200.69;7.72;40.83
D;kE10E11;50-100;50-100;200-500;179.44;9.91;35.09
D;kE10E11;50-100;50-100;500-1000;102.43;0.34;22.39
D;kE10E11;50-100;50-100;1000-5000;87.94;17.81;17.27
D;kE10E11;50-100;100-200;<50;135.21;10.59;27.79
D;kE10E11;50-100;100-200;50-100;155.48;9.1;31.5
D;kE10E11;50-100;100-200;100-200;201.37;13.39;40.59
D;kE10E11;50-100;100-200;200-500;266.23;17.92;53.56
D;kE10E11;50-100;100-200;500-1000;340.47;4.44;65.68
D;kE10E11;50-100;100-200;1000-5000;215.92;35.02;41.23
D;kE10E11;50-100;200-500;<50;114.2;8.58;23.59
D;kE10E11;50-100;200-500;50-100;123.32;7.74;25.05
D;kE10E11;50-100;200-500;100-200;166.12;9.05;33.02
D;kE10E11;50-100;200-500;200-500;231.96;14.81;45.34
D;kE10E11;50-100;200-500;500-1000;344.46;14.27;68.5
D;kE10E11;50-100;200-500;1000-5000;332.34;5.38;65.13
D;kE10E11;50-100;500-1000;<50;163.39;51.56;33.23
D;kE10E11;50-100;500-1000;50-100;152.31;8.61;30.69
D;kE10E11;50-100;500-1000;100-200;188.29;10.46;38.05
D;kE10E11;50-100;500-1000;200-500;292.75;18.89;58.14
D;kE10E11;50-100;500-1000;500-1000;341.34;27.64;68.49
D;kE10E11;50-100;500-1000;1000-5000;402.36;5.27;76.21
D;kE10E11;50-100;1000-5000;<50;82.05;16.11;17.81
D;kE10E11;50-100;1000-5000;50-100;120.11;21.7;25.54
D;kE10E11;50-100;1000-5000;100-200;257.61;21.62;52.22
D;kE10E11;50-100;1000-5000;200-500;359.4;23.62;71.99
D;kE10E11;50-100;1000-5000;500-1000;423.49;5.24;85.71
D;kE10E11;50-100;1000-5000;1000-5000;257.69;27.72;52.31
D;kE10E11;100-200;50-100;<50;235.27;7.55;48.36
D;kE10E11;100-200;50-100;50-100;195.81;3.8;42.24
D;kE10E11;100-200;50-100;100-200;135.84;1.19;25.9
D;kE10E11;100-200;50-100;200-500;161.62;19.89;35.13
D;kE10E11;100-200;50-100;500-1000;225.77;9.15;48.63
D;kE10E11;100-200;100-200;<50;134.1;13.49;26.14
D;kE10E11;100-200;100-200;50-100;142.27;6.38;28.4
D;kE10E11;100-200;100-200;100-200;156.09;10.81;31.69
D;kE10E11;100-200;100-200;200-500;207.0;13.61;41.07
D;kE10E11;100-200;100-200;500-1000;176.27;10.84;34.54
D;kE10E11;100-200;200-500;<50;117.1;6.65;23.83
D;kE10E11;100-200;200-500;50-100;105.97;6.51;21.53
D;kE10E11;100-200;200-500;100-200;128.32;6.71;25.62
D;kE10E11;100-200;200-500;200-500;195.62;14.12;38.8
D;kE10E11;100-200;200-500;500-1000;292.29;22.05;59.01
D;kE10E11;100-200;200-500;1000-5000;299.96;34.69;60.92
D;kE10E11;100-200;500-1000;<50;113.58;8.11;23.92
D;kE10E11;100-200;500-1000;50-100;102.05;6.33;20.91
D;kE10E11;100-200;500-1000;100-200;117.84;6.76;23.63
D;kE10E11;100-200;500-1000;200-500;179.42;17.09;35.56
D;kE10E11;100-200;500-1000;500-1000;229.47;28.74;45.55
D;kE10E11;100-200;500-1000;1000-5000;317.7;30.99;63.72
D;kE10E11;100-200;1000-5000;<50;62.55;9.08;13.52
D;kE10E11;100-200;1000-5000;50-100;162.88;1.18;32.43
D;kE10E11;100-200;1000-5000;100-200;183.1;5.04;36.56
D;kE10E11;100-200;1000-5000;200-500;236.93;9.55;48.24
D;kE10E11;100-200;1000-5000;500-1000;322.33;21.37;65.69
D;kE10E11;100-200;1000-5000;1000-5000;333.29;40.09;69.66
D;kE10E11;200-500;50-100;50-100;83.35;1.99;25.34
D;kE10E11;200-500;50-100;500-1000;121.83;77.24;25.35
D;kE10E11;200-500;100-200;<50;53.19;2.86;10.62
D;kE10E11;200-500;100-200;50-100;128.35;1.92;25.5
D;kE10E11;200-500;100-200;100-200;110.55;5.93;21.87
D;kE10E11;200-500;100-200;200-500;138.83;5.95;29.47
D;kE10E11;200-500;100-200;500-1000;157.34;0.44;30.27
D;kE10E11;200-500;200-500;<50;103.2;7.68;21.39
D;kE10E11;200-500;200-500;50-100;139.32;5.81;28.54
D;kE10E11;200-500;200-500;100-200;112.11;13.43;22.33
D;kE10E11;200-500;200-500;200-500;146.15;9.23;30.68
D;kE10E11;200-500;200-500;500-1000;231.91;9.59;47.63
D;kE10E11;200-500;200-500;1000-5000;35.43;133.41;7.33
D;kE10E11;200-500;500-1000;<50;96.13;20.13;29.81
D;kE10E11;200-500;500-1000;50-100;111.13;13.62;22.92
D;kE10E11;200-500;500-1000;100-200;107.88;5.23;21.27
D;kE10E11;200-500;500-1000;200-500;135.11;13.14;26.91
D;kE10E11;200-500;500-1000;500-1000;181.02;28.51;36.28
D;kE10E11;200-500;500-1000;1000-5000;270.17;15.11;54.73
D;kE10E11;200-500;1000-5000;<50;51.92;0.52;9.82
D;kE10E11;200-500;1000-5000;50-100;82.51;5.08;11.2
D;kE10E11;200-500;1000-5000;100-200;87.19;6.47;16.94
D;kE10E11;200-500;1000-5000;200-500;124.77;11.66;24.56
D;kE10E11;200-500;1000-5000;500-1000;164.92;24.29;33.21
D;kE10E11;200-500;1000-5000;1000-5000;198.45;26.49;39.5
D;kE10E11;500-1000;200-500;50-100;127.82;0.11;25.58
D;kE10E11;500-1000;200-500;100-200;54.89;1.43;11.19
D;kE10E11;500-1000;200-500;200-500;74.96;2.47;15.36
D;kE10E11;500-1000;500-1000;<50;58.9;0.2;11.8
D;kE10E11;500-1000;500-1000;100-200;268.02;0.99;53.75
D;kE10E11;500-1000;500-1000;200-500;99.08;11.33;21.53
D;kE10E11;500-1000;500-1000;500-1000;135.35;8.9;29.4
D;kE10E11;500-1000;1000-5000;<50;144.64;0.21;27.15
D;kE10E11;500-1000;1000-5000;50-100;58.56;1.01;11.81
D;kE10E11;500-1000;1000-5000;100-200;60.37;2.66;12.1
D;kE10E11;500-1000;1000-5000;200-500;128.32;8.35;22.59
D;kE10E11;500-1000;1000-5000;500-1000;114.78;9.17;22.02
D;kE10E11;500-1000;1000-5000;1000-5000;143.69;6.86;28.18
D;kE12E13;<50;50-100;<50;166.51;17.36;34.17
D;kE12E13;<50;50-100;50-100;234.89;27.48;47.36
D;kE12E13;<50;50-100;100-200;319.63;33.45;64.19
D;kE12E13;<50;50-100;200-500;367.69;30.64;73.04
D;kE12E13;<50;50-100;500-1000;308.08;36.28;50.03
D;kE12E13;<50;100-200;<50;135.98;11.02;27.86
D;kE12E13;<50;100-200;50-100;163.52;14.58;32.97
D;kE12E13;<50;100-200;100-200;233.82;18.86;46.45
D;kE12E13;<50;100-200;200-500;301.96;19.26;59.39
D;kE12E13;<50;100-200;500-1000;374.97;11.05;73.0
D;kE12E13;<50;200-500;<50;142.31;16.69;29.17
D;kE12E13;<50;200-500;50-100;162.39;8.51;32.51
D;kE12E13;<50;200-500;100-200;214.19;17.29;42.56
D;kE12E13;<50;200-500;200-500;298.59;20.74;58.21
D;kE12E13;<50;200-500;500-1000;266.68;2.24;54.34
D;kE12E13;<50;500-1000;50-100;181.62;13.66;37.32
D;kE12E13;<50;500-1000;100-200;176.0;22.26;35.99
D;kE12E13;<50;500-1000;200-500;462.09;4.12;93.45
D;kE12E13;<50;500-1000;500-1000;88.2;3.8;13.8
D;kE12E13;<50;1000-5000;<50;97.45;4.19;18.88
D;kE12E13;<50;1000-5000;50-100;367.83;2.31;72.65
D;kE12E13;<50;1000-5000;200-500;406.98;3.96;85.86
D;kE12E13;<50;1000-5000;500-1000;187.54;1.64;37.29
D;kE12E13;50-100;50-100;<50;189.94;1.66;38.13
D;kE12E13;50-100;50-100;50-100;138.38;5.28;27.93
D;kE12E13;50-100;50-100;100-200;205.71;11.93;41.9
D;kE12E13;50-100;50-100;200-500;175.85;3.3;33.73
D;kE12E13;50-100;50-100;500-1000;44.14;0.04;8.28
D;kE12E13;50-100;100-200;<50;122.92;8.07;24.94
D;kE12E13;50-100;100-200;50-100;146.96;8.05;29.61
D;kE12E13;50-100;100-200;100-200;195.44;13.75;39.32
D;kE12E13;50-100;100-200;200-500;252.36;20.74;51.26
D;kE12E13;50-100;100-200;500-1000;276.08;20.21;56.54
D;kE12E13;50-100;100-200;1000-5000;201.86;1.52;40.11
D;kE12E13;50-100;200-500;<50;117.37;6.18;23.03
D;kE12E13;50-100;200-500;50-100;117.63;6.41;23.8
D;kE12E13;50-100;200-500;100-200;154.54;8.13;30.7
D;kE12E13;50-100;200-500;200-500;213.18;15.49;42.09
D;kE12E13;50-100;200-500;500-1000;329.6;12.95;65.67
D;kE12E13;50-100;200-500;1000-5000;343.02;7.61;68.7
D;kE12E13;50-100;500-1000;50-100;129.82;4.36;26.21
D;kE12E13;50-100;500-1000;100-200;179.34;11.09;35.86
D;kE12E13;50-100;500-1000;200-500;294.51;14.76;59.33
D;kE12E13;50-100;500-1000;500-1000;355.52;25.54;71.36
D;kE12E13;50-100;500-1000;1000-5000;475.28;0.0;89.13
D;kE12E13;50-100;1000-5000;50-100;103.06;1.7;20.24
D;kE12E13;50-100;1000-5000;100-200;201.61;2.91;40.44
D;kE12E13;50-100;1000-5000;200-500;342.87;13.84;69.47
D;kE12E13;50-100;1000-5000;500-1000;395.68;10.06;80.82
D;kE12E13;50-100;1000-5000;1000-5000;120.93;145.24;28.53
D;kE12E13;100-200;50-100;<50;201.13;3.15;40.44
D;kE12E13;100-200;50-100;50-100;279.92;1.01;59.29
D;kE12E13;100-200;50-100;100-200;100.19;0.55;18.73
D;kE12E13;100-200;50-100;200-500;181.86;30.2;35.08
D;kE12E13;100-200;50-100;500-1000;183.19;1.92;36.32
D;kE12E13;100-200;50-100;1000-5000;74.07;0.58;13.97
D;kE12E13;100-200;100-200;<50;157.89;3.23;30.87
D;kE12E13;100-200;100-200;50-100;139.6;3.04;26.51
D;kE12E13;100-200;100-200;100-200;143.46;3.95;29.55
D;kE12E13;100-200;100-200;200-500;207.09;7.59;42.92
D;kE12E13;100-200;100-200;500-1000;153.88;0.79;30.89
D;kE12E13;100-200;200-500;<50;119.83;6.85;24.17
D;kE12E13;100-200;200-500;50-100;99.54;4.57;20.04
D;kE12E13;100-200;200-500;100-200;122.82;6.19;24.47
D;kE12E13;100-200;200-500;200-500;180.39;15.32;35.84
D;kE12E13;100-200;200-500;500-1000;270.0;25.45;53.73
D;kE12E13;100-200;200-500;1000-5000;310.49;34.18;62.77
D;kE12E13;100-200;500-1000;<50;110.71;2.55;22.65
D;kE12E13;100-200;500-1000;50-100;101.58;4.76;20.68
D;kE12E13;100-200;500-1000;100-200;117.81;6.56;23.61
D;kE12E13;100-200;500-1000;200-500;164.1;19.07;32.62
D;kE12E13;100-200;500-1000;500-1000;212.25;33.5;42.17
D;kE12E13;100-200;500-1000;1000-5000;303.93;22.94;59.79
D;kE12E13;100-200;1000-5000;50-100;133.42;0.78;26.82
D;kE12E13;100-200;1000-5000;100-200;154.33;4.28;31.17
D;kE12E13;100-200;1000-5000;200-500;226.52;14.06;45.82
D;kE12E13;100-200;1000-5000;500-1000;320.17;30.42;65.45
D;kE12E13;100-200;1000-5000;1000-5000;323.83;3.24;61.61
D;kE12E13;200-500;50-100;<50;237.31;0.37;47.52
D;kE12E13;200-500;50-100;200-500;65.04;0.0;13.01
D;kE12E13;200-500;100-200;<50;179.2;25.22;34.03
D;kE12E13;200-500;100-200;50-100;124.69;32.58;28.28
D;kE12E13;200-500;100-200;100-200;112.23;22.53;22.32
D;kE12E13;200-500;100-200;200-500;99.68;0.0;19.94
D;kE12E13;200-500;100-200;500-1000;141.64;1.88;30.37
D;kE12E13;200-500;100-200;1000-5000;539.63;0.5;101.27
D;kE12E13;200-500;200-500;<50;31.26;0.01;5.97
D;kE12E13;200-500;200-500;50-100;94.04;3.76;19.15
D;kE12E13;200-500;200-500;100-200;119.53;3.48;25.15
D;kE12E13;200-500;200-500;200-500;145.12;9.64;31.08
D;kE12E13;200-500;200-500;500-1000;240.02;0.58;48.95
D;kE12E13;200-500;200-500;1000-5000;340.91;0.3;68.23
D;kE12E13;200-500;500-1000;<50;126.6;5.73;25.46
D;kE12E13;200-500;500-1000;50-100;87.43;5.72;17.47
D;kE12E13;200-500;500-1000;100-200;102.75;5.58;20.12
D;kE12E13;200-500;500-1000;200-500;129.41;13.76;25.62
D;kE12E13;200-500;500-1000;500-1000;164.74;29.06;32.94
D;kE12E13;200-500;500-1000;1000-5000;284.55;24.63;57.77
D;kE12E13;200-500;1000-5000;<50;252.49;2.81;51.61
D;kE12E13;200-500;1000-5000;50-100;80.0;6.22;15.99
D;kE12E13;200-500;1000-5000;100-200;82.44;7.0;15.75
D;kE12E13;200-500;1000-5000;200-500;121.41;11.56;24.42
D;kE12E13;200-500;1000-5000;500-1000;149.23;26.28;29.73
D;kE12E13;200-500;1000-5000;1000-5000;200.9;20.69;39.92
D;kE12E13;500-1000;100-200;<50;99.24;0.42;19.91
D;kE12E13;500-1000;100-200;50-100;48.2;1.0;9.64
D;kE12E13;500-1000;200-500;50-100;114.5;0.39;22.96
D;kE12E13;500-1000;200-500;100-200;129.18;0.35;25.9
D;kE12E13;500-1000;500-1000;100-200;38.49;1.25;7.69
D;kE12E13;500-1000;500-1000;500-1000;105.8;0.78;22.81
D;kE12E13;500-1000;1000-5000;50-100;50.78;4.0;11.14
D;kE12E13;500-1000;1000-5000;100-200;70.81;0.55;11.79
D;kE12E13;500-1000;1000-5000;200-500;77.98;1.7;15.16
D;kE12E13;500-1000;1000-5000;500-1000;127.05;7.47;27.13
D;kE12E13;500-1000;1000-5000;1000-5000;140.27;10.39;28.44
D;kE14E15;<50;50-100;<50;157.76;13.97;32.61
D;kE14E15;<50;50-100;50-100;201.53;25.21;41.4
D;kE14E15;<50;50-100;100-200;302.26;38.21;61.14
D;kE14E15;<50;50-100;200-500;197.29;1.2;39.97
D;kE14E15;<50;50-100;500-1000;268.88;1.51;50.64
D;kE14E15;<50;100-200;<50;131.45;8.65;26.83
D;kE14E15;<50;100-200;50-100;148.33;12.4;29.88
D;kE14E15;<50;100-200;100-200;205.44;15.8;40.89
D;kE14E15;<50;100-200;200-500;276.46;16.94;54.73
D;kE14E15;<50;100-200;500-1000;186.57;2.76;38.18
D;kE14E15;<50;100-200;1000-5000;149.21;94.2;32.78
D;kE14E15;<50;200-500;<50;104.04;15.78;21.39
D;kE14E15;<50;200-500;50-100;165.89;11.96;33.82
D;kE14E15;<50;200-500;100-200;204.1;15.45;40.22
D;kE14E15;<50;200-500;200-500;276.75;23.14;54.68
D;kE14E15;<50;200-500;500-1000;374.68;1.47;70.47
D;kE14E15;<50;500-1000;<50;97.0;1.2;19.6
D;kE14E15;<50;500-1000;50-100;147.63;1.98;29.82
D;kE14E15;<50;500-1000;100-200;323.66;27.29;52.32
D;kE14E15;<50;500-1000;200-500;341.92;7.39;67.44
D;kE14E15;<50;1000-5000;200-500;114.65;45.23;27.05
D;kE14E15;50-100;50-100;<50;154.94;4.03;31.39
D;kE14E15;50-100;50-100;50-100;112.7;4.67;23.03
D;kE14E15;50-100;50-100;100-200;179.05;4.24;36.28
D;kE14E15;50-100;50-100;200-500;187.05;24.27;37.56
D;kE14E15;50-100;50-100;500-1000;85.6;56.33;15.3
D;kE14E15;50-100;100-200;<50;115.08;6.27;23.36
D;kE14E15;50-100;100-200;50-100;130.77;7.01;26.41
D;kE14E15;50-100;100-200;100-200;174.13;8.88;34.83
D;kE14E15;50-100;100-200;200-500;229.38;17.33;46.7
D;kE14E15;50-100;100-200;500-1000;272.7;5.34;53.43
D;kE14E15;50-100;100-200;1000-5000;131.75;1.84;24.97
D;kE14E15;50-100;200-500;<50;109.4;4.95;22.14
D;kE14E15;50-100;200-500;50-100;108.43;5.41;21.75
D;kE14E15;50-100;200-500;100-200;141.38;7.33;28.03
D;kE14E15;50-100;200-500;200-500;191.62;15.51;37.96
D;kE14E15;50-100;200-500;500-1000;281.69;13.7;56.54
D;kE14E15;50-100;200-500;1000-5000;206.46;31.04;40.5
D;kE14E15;50-100;500-1000;<50;77.43;2.05;15.49
D;kE14E15;50-100;500-1000;50-100;131.86;2.7;25.47
D;kE14E15;50-100;500-1000;100-200;172.27;7.32;35.17
D;kE14E15;50-100;500-1000;200-500;282.83;17.87;57.46
D;kE14E15;50-100;500-1000;500-1000;331.14;16.82;68.53
D;kE14E15;50-100;500-1000;1000-5000;454.57;0.62;85.33
D;kE14E15;50-100;1000-5000;50-100;217.9;2.27;43.92
D;kE14E15;50-100;1000-5000;100-200;203.82;20.95;43.74
D;kE14E15;50-100;1000-5000;200-500;285.11;8.93;57.33
D;kE14E15;50-100;1000-5000;500-1000;411.34;19.2;84.37
D;kE14E15;100-200;50-100;<50;167.88;12.63;34.0
D;kE14E15;100-200;50-100;50-100;133.27;3.92;27.24
D;kE14E15;100-200;50-100;100-200;61.68;0.41;11.63
D;kE14E15;100-200;50-100;200-500;120.49;1.08;20.08
D;kE14E15;100-200;50-100;500-1000;287.97;27.45;59.93
D;kE14E15;100-200;100-200;<50;109.63;4.11;22.29
D;kE14E15;100-200;100-200;50-100;100.09;13.04;19.81
D;kE14E15;100-200;100-200;100-200;171.55;2.71;34.11
D;kE14E15;100-200;100-200;200-500;188.08;13.41;40.88
D;kE14E15;100-200;100-200;500-1000;127.94;126.27;25.56
D;kE14E15;100-200;200-500;<50;111.33;5.65;22.96
D;kE14E15;100-200;200-500;50-100;90.84;3.69;18.17
D;kE14E15;100-200;200-500;100-200;110.11;6.51;22.05
D;kE14E15;100-200;200-500;200-500;155.48;16.57;31.0
D;kE14E15;100-200;200-500;500-1000;236.39;32.4;47.29
D;kE14E15;100-200;200-500;1000-5000;351.24;1.42;70.19
D;kE14E15;100-200;500-1000;<50;89.01;4.59;18.3
D;kE14E15;100-200;500-1000;50-100;100.62;5.29;20.35
D;kE14E15;100-200;500-1000;100-200;106.82;8.35;21.66
D;kE14E15;100-200;500-1000;200-500;135.51;22.02;27.05
D;kE14E15;100-200;500-1000;500-1000;185.43;38.07;37.19
D;kE14E15;100-200;500-1000;1000-5000;294.85;51.22;60.71
D;kE14E15;100-200;1000-5000;<50;58.77;12.38;13.28
D;kE14E15;100-200;1000-5000;50-100;119.51;2.05;24.21
D;kE14E15;100-200;1000-5000;100-200;142.39;2.52;28.95
D;kE14E15;100-200;1000-5000;200-500;201.63;9.36;40.98
D;kE14E15;100-200;1000-5000;500-1000;290.92;31.12;59.85
D;kE14E15;100-200;1000-5000;1000-5000;413.53;24.21;83.93
D;kE14E15;200-500;50-100;200-500;87.62;0.32;16.91
D;kE14E15;200-500;100-200;50-100;109.93;0.52;22.06
D;kE14E15;200-500;100-200;100-200;64.79;43.68;14.67
D;kE14E15;200-500;100-200;500-1000;144.86;4.12;27.76
D;kE14E15;200-500;200-500;<50;82.34;1.46;17.36
D;kE14E15;200-500;200-500;50-100;84.14;24.9;17.93
D;kE14E15;200-500;200-500;100-200;165.99;3.18;32.39
D;kE14E15;200-500;200-500;200-500;102.26;11.53;20.85
D;kE14E15;200-500;200-500;500-1000;88.12;60.86;15.62
D;kE14E15;200-500;200-500;1000-5000;474.61;0.0;94.92
D;kE14E15;200-500;500-1000;<50;83.05;6.51;17.58
D;kE14E15;200-500;500-1000;50-100;101.17;1.5;20.48
D;kE14E15;200-500;500-1000;100-200;99.7;6.28;22.19
D;kE14E15;200-500;500-1000;200-500;114.15;13.74;22.88
D;kE14E15;200-500;500-1000;500-1000;139.05;29.75;27.66
D;kE14E15;200-500;500-1000;1000-5000;231.33;16.61;45.89
D;kE14E15;200-500;1000-5000;<50;32.68;0.42;6.53
D;kE14E15;200-500;1000-5000;50-100;69.27;5.72;13.89
D;kE14E15;200-500;1000-5000;100-200;87.35;9.73;17.26
D;kE14E15;200-500;1000-5000;200-500;104.12;9.77;21.15
D;kE14E15;200-500;1000-5000;500-1000;126.95;27.44;25.43
D;kE14E15;200-500;1000-5000;1000-5000;174.6;23.47;34.77
D;kE14E15;500-1000;100-200;50-100;83.9;9.49;18.19
D;kE14E15;500-1000;200-500;200-500;47.51;2.1;9.81
D;kE14E15;500-1000;500-1000;100-200;90.16;0.2;18.06
D;kE14E15;500-1000;500-1000;200-500;44.92;2.44;8.98
D;kE14E15;500-1000;1000-5000;50-100;33.88;2.02;6.64
D;kE14E15;500-1000;1000-5000;100-200;54.96;0.27;10.35
D;kE14E15;500-1000;1000-5000;200-500;69.51;4.89;13.48
D;kE14E15;500-1000;1000-5000;500-1000;125.7;10.09;24.54
D;kE14E15;500-1000;1000-5000;1000-5000;139.19;15.67;27.95
D;kE16;<50;50-100;<50;122.32;18.66;25.06
D;kE16;<50;50-100;50-100;158.07;23.24;32.56
D;kE16;<50;50-100;100-200;197.44;49.06;40.02
D;kE16;<50;50-100;200-500;360.37;4.98;72.4
D;kE16;<50;50-100;500-1000;427.1;31.78;84.66
