zona_climatica;periodo;Superficie Utile Riscaldata;Volume Lordo Riscaldato;Superficie Disperdente;EPgl_nren;EPgl_ren;CO2
F;kE8E9;50-100;200-500;200-500;333.98;45.81;67.71
F;kE8E9;50-100;200-500;500-1000;386.0;38.54;74.63
F;kE8E9;50-100;500-1000;50-100;221.74;6.73;42.84
F;kE8E9;50-100;500-1000;100-200;268.04;36.62;52.73
F;kE8E9;50-100;500-1000;200-500;242.65;73.7;49.53
F;kE8E9;50-100;500-1000;500-1000;294.49;92.41;57.69
F;kE8E9;50-100;1000-5000;100-200;228.72;6.31;43.87
F;kE8E9;50-100;1000-5000;200-500;409.63;5.82;82.19
F;kE8E9;50-100;1000-5000;1000-5000;281.35;1.71;56.52
F;kE8E9;100-200;50-100;50-100;286.25;1.65;57.5
F;kE8E9;100-200;50-100;200-500;312.57;16.53;61.2
F;kE8E9;100-200;50-100;500-1000;458.34;0.62;100.01
F;kE8E9;100-200;100-200;<50;344.77;0.31;72.69
F;kE8E9;100-200;100-200;50-100;362.25;0.63;69.7
F;kE8E9;100-200;100-200;100-200;210.35;7.47;41.78
F;kE8E9;100-200;100-200;200-500;308.26;53.86;64.19
F;kE8E9;100-200;100-200;500-1000;494.81;5.95;96.3
F;kE8E9;100-200;200-500;<50;271.51;1.62;52.78
F;kE8E9;100-200;200-500;50-100;169.21;18.96;34.89
F;kE8E9;100-200;200-500;100-200;224.29;24.43;46.27
F;kE8E9;100-200;200-500;200-500;306.65;44.96;62.51
F;kE8E9;100-200;200-500;500-1000;325.87;40.45;65.34
F;kE8E9;100-200;200-500;1000-5000;472.59;1.41;92.11
F;kE8E9;100-200;500-1000;<50;148.02;0.11;29.6
F;kE8E9;100-200;500-1000;50-100;158.89;3.75;32.93
F;kE8E9;100-200;500-1000;100-200;192.98;24.01;40.42
F;kE8E9;100-200;500-1000;200-500;271.46;44.43;55.96
F;kE8E9;100-200;500-1000;500-1000;281.4;65.7;57.86
F;kE8E9;100-200;500-1000;1000-5000;259.95;157.65;53.93
F;kE8E9;100-200;1000-5000;100-200;221.16;0.62;43.6
F;kE8E9;100-200;1000-5000;200-500;329.59;22.61;69.36
F;kE8E9;100-200;1000-5000;500-1000;239.2;79.04;50.33
F;kE8E9;100-200;1000-5000;1000-5000;539.03;0.0;107.81
F;kE8E9;200-500;100-200;200-500;334.61;0.0;81.07
F;kE8E9;200-500;200-500;50-100;300.69;1.42;60.35
F;kE8E9;200-500;200-500;100-200;257.02;0.44;42.0
F;kE8E9;200-500;200-500;200-500;246.25;26.83;51.35
F;kE8E9;200-500;200-500;500-1000;488.38;4.25;100.36
F;kE8E9;200-500;500-1000;<50;46.33;61.78;31.8
F;kE8E9;200-500;500-1000;50-100;126.26;0.29;24.48
F;kE8E9;200-500;500-1000;100-200;165.23;26.01;34.57
F;kE8E9;200-500;500-1000;200-500;248.91;30.61;51.26
F;kE8E9;200-500;500-1000;500-1000;277.98;45.56;57.54
F;kE8E9;200-500;500-1000;1000-5000;407.4;1.32;109.09
F;kE8E9;200-500;1000-5000;<50;76.9;0.27;14.46
F;kE8E9;200-500;1000-5000;100-200;204.62;3.18;41.5
F;kE8E9;200-500;1000-5000;200-500;204.88;22.15;42.42
F;kE8E9;200-500;1000-5000;500-1000;259.27;45.51;53.77
F;kE8E9;200-500;1000-5000;1000-5000;250.92;49.72;52.47
F;kE8E9;500-1000;50-100;500-1000;200.73;6.52;38.56
F;kE8E9;500-1000;200-500;100-200;180.74;0.7;68.33
F;kE8E9;500-1000;200-500;200-500;315.13;0.0;64.29
F;kE8E9;500-1000;500-1000;200-500;180.9;0.0;36.18
F;kE8E9;500-1000;1000-5000;100-200;114.41;0.1;23.1
F;kE8E9;500-1000;1000-5000;200-500;181.91;0.7;42.99
F;kE8E9;500-1000;1000-5000;500-1000;231.58;51.42;54.76
F;kE8E9;500-1000;1000-5000;1000-5000;259.71;21.44;55.2
F;kE10E11;<50;50-100;<50;250.58;23.55;55.04
F;kE10E11;<50;50-100;50-100;351.55;31.18;75.02
F;kE10E11;<50;50-100;100-200;411.65;19.51;82.9
F;kE10E11;<50;50-100;500-1000;54.44;0.69;15.96
F;kE10E11;<50;100-200;<50;184.16;20.68;40.54
F;kE10E11;<50;100-200;50-100;257.01;29.35;55.55
F;kE10E11;<50;100-200;100-200;327.47;35.26;68.47
F;kE10E11;<50;100-200;200-500;369.42;39.47;76.99
F;kE10E11;<50;100-200;500-1000;301.6;1.87;58.81
F;kE10E11;<50;200-500;<50;197.37;28.84;45.17
F;kE10E11;<50;200-500;50-100;215.86;25.6;45.17
F;kE10E11;<50;200-500;100-200;301.48;31.74;62.06
F;kE10E11;<50;200-500;200-500;343.01;41.72;69.7
F;kE10E11;<50;500-1000;100-200;285.01;11.76;63.34
F;kE10E11;<50;500-1000;200-500;228.49;2.84;47.21
F;kE10E11;<50;1000-5000;<50;297.87;20.08;42.91
F;kE10E11;50-100;50-100;<50;218.64;4.49;47.66
F;kE10E11;50-100;50-100;50-100;362.4;5.71;69.87
F;kE10E11;50-100;50-100;100-200;328.6;18.51;67.67
F;kE10E11;50-100;50-100;200-500;330.25;8.47;78.95
F;kE10E11;50-100;50-100;1000-5000;459.72;2.33;86.54
F;kE10E11;50-100;100-200;<50;174.28;17.71;38.54
F;kE10E11;50-100;100-200;50-100;223.09;23.52;48.85
F;kE10E11;50-100;100-200;100-200;307.22;32.71;65.42
F;kE10E11;50-100;100-200;200-500;369.39;27.7;76.44
F;kE10E11;50-100;100-200;500-1000;62.82;0.45;16.67
F;kE10E11;50-100;200-500;<50;147.38;15.45;32.13
F;kE10E11;50-100;200-500;50-100;181.55;19.33;39.56
F;kE10E11;50-100;200-500;100-200;252.89;27.49;53.64
F;kE10E11;50-100;200-500;200-500;299.38;35.01;62.71
F;kE10E11;50-100;200-500;500-1000;320.78;47.27;62.62
F;kE10E11;50-100;200-500;1000-5000;264.55;8.69;54.2
F;kE10E11;50-100;500-1000;50-100;134.1;178.43;31.01
F;kE10E11;50-100;500-1000;100-200;287.08;11.82;59.31
F;kE10E11;50-100;500-1000;200-500;275.85;42.81;56.71
F;kE10E11;50-100;500-1000;500-1000;266.85;16.09;70.72
F;kE10E11;50-100;1000-5000;100-200;206.96;10.36;42.93
F;kE10E11;50-100;1000-5000;200-500;497.08;43.98;63.28
F;kE10E11;50-100;1000-5000;500-1000;475.54;11.62;95.6
F;kE10E11;100-200;50-100;<50;594.17;15.19;121.1
F;kE10E11;100-200;50-100;200-500;129.2;18.86;25.5
F;kE10E11;100-200;100-200;<50;129.76;13.91;28.02
F;kE10E11;100-200;100-200;50-100;183.1;1.58;39.58
F;kE10E11;100-200;100-200;100-200;231.09;3.27;48.28
F;kE10E11;100-200;100-200;200-500;326.92;5.29;62.22
F;kE10E11;100-200;100-200;500-1000;240.29;0.61;45.15
F;kE10E11;100-200;200-500;<50;88.29;3.18;17.05
F;kE10E11;100-200;200-500;50-100;141.51;12.2;29.62
F;kE10E11;100-200;200-500;100-200;185.96;19.69;40.2
F;kE10E11;100-200;200-500;200-500;273.28;33.26;57.89
F;kE10E11;100-200;200-500;500-1000;360.77;46.75;75.6
F;kE10E11;100-200;200-500;1000-5000;146.99;0.82;27.68
F;kE10E11;100-200;500-1000;<50;126.74;5.28;28.19
F;kE10E11;100-200;500-1000;50-100;122.84;3.25;27.14
F;kE10E11;100-200;500-1000;100-200;167.88;16.5;35.32
F;kE10E11;100-200;500-1000;200-500;246.53;37.59;52.1
F;kE10E11;100-200;500-1000;500-1000;265.8;45.04;55.98
F;kE10E11;100-200;500-1000;1000-5000;410.37;1.06;82.46
F;kE10E11;100-200;1000-5000;100-200;40.04;151.57;9.98
F;kE10E11;100-200;1000-5000;200-500;302.02;46.03;64.95
F;kE10E11;100-200;1000-5000;500-1000;272.08;20.82;61.06
F;kE10E11;200-500;50-100;200-500;225.15;0.42;55.55
F;kE10E11;200-500;100-200;50-100;34.6;4.68;7.62
F;kE10E11;200-500;100-200;100-200;91.33;1.16;18.44
F;kE10E11;200-500;100-200;500-1000;448.49;1.5;110.59
F;kE10E11;200-500;200-500;50-100;66.62;0.44;13.16
F;kE10E11;200-500;200-500;100-200;288.16;2.45;69.68
F;kE10E11;200-500;200-500;200-500;171.53;85.93;37.32
F;kE10E11;200-500;200-500;500-1000;88.79;42.22;19.78
F;kE10E11;200-500;500-1000;<50;132.76;4.75;31.82
F;kE10E11;200-500;500-1000;50-100;85.96;0.29;16.16
F;kE10E11;200-500;500-1000;100-200;163.34;13.73;34.01
F;kE10E11;200-500;500-1000;200-500;214.65;28.34;45.55
F;kE10E11;200-500;500-1000;500-1000;250.03;38.95;54.39
F;kE10E11;200-500;500-1000;1000-5000;343.19;102.04;78.93
F;kE10E11;200-500;1000-5000;50-100;95.26;0.27;18.16
F;kE10E11;200-500;1000-5000;200-500;191.85;43.37;41.98
F;kE10E11;200-500;1000-5000;500-1000;208.24;36.8;45.52
F;kE10E11;200-500;1000-5000;1000-5000;236.64;28.58;51.87
F;kE10E11;500-1000;100-200;100-200;266.5;1.82;50.95
F;kE10E11;500-1000;500-1000;200-500;509.6;3.45;124.34
F;kE10E11;500-1000;1000-5000;200-500;99.14;2.3;19.89
F;kE10E11;500-1000;1000-5000;500-1000;177.92;15.4;39.96
F;kE10E11;500-1000;1000-5000;1000-5000;244.61;21.25;57.11
F;kE12E13;<50;50-100;<50;216.32;26.86;49.62
F;kE12E13;<50;50-100;50-100;304.46;30.12;68.05
F;kE12E13;<50;50-100;100-200;361.04;30.07;75.05
F;kE12E13;<50;50-100;200-500;483.25;18.25;96.87
F;kE12E13;<50;100-200;<50;161.79;19.64;36.67
F;kE12E13;<50;100-200;50-100;235.41;27.2;52.46
F;kE12E13;<50;100-200;100-200;303.79;30.25;65.82
F;kE12E13;<50;100-200;200-500;353.07;37.57;74.68
F;kE12E13;<50;100-200;500-1000;372.39;6.96;74.69
F;kE12E13;<50;200-500;<50;200.81;2.53;47.23
F;kE12E13;<50;200-500;50-100;214.36;24.49;46.57
F;kE12E13;<50;200-500;100-200;290.67;33.88;62.09
F;kE12E13;<50;200-500;200-500;323.52;41.63;66.91
F;kE12E13;<50;500-1000;50-100;221.11;14.95;53.06
F;kE12E13;<50;500-1000;100-200;203.83;0.67;72.3
F;kE12E13;<50;1000-5000;50-100;446.71;14.89;109.55
F;kE12E13;<50;1000-5000;100-200;279.13;12.29;67.66
F;kE12E13;50-100;50-100;<50;269.27;38.27;58.57
F;kE12E13;50-100;50-100;50-100;198.69;27.04;48.19
F;kE12E13;50-100;50-100;100-200;284.04;11.77;57.9
F;kE12E13;50-100;50-100;200-500;332.35;87.57;81.14
F;kE12E13;50-100;100-200;<50;146.41;19.34;33.37
F;kE12E13;50-100;100-200;50-100;199.13;23.73;44.25
F;kE12E13;50-100;100-200;100-200;275.28;30.62;60.66
F;kE12E13;50-100;100-200;200-500;325.22;42.59;66.8
F;kE12E13;50-100;100-200;500-1000;209.68;0.0;39.32
F;kE12E13;50-100;200-500;<50;137.78;15.52;31.17
F;kE12E13;50-100;200-500;50-100;166.36;15.72;36.35
F;kE12E13;50-100;200-500;100-200;234.32;23.84;50.82
F;kE12E13;50-100;200-500;200-500;268.49;35.17;57.31
F;kE12E13;50-100;200-500;500-1000;248.38;43.62;56.2
F;kE12E13;50-100;500-1000;100-200;225.77;5.73;44.49
F;kE12E13;50-100;500-1000;200-500;291.92;42.67;65.85
F;kE12E13;50-100;500-1000;500-1000;335.32;2.72;72.53
F;kE12E13;50-100;1000-5000;200-500;118.21;1.41;25.23
F;kE12E13;50-100;1000-5000;500-1000;108.79;18.58;27.53
F;kE12E13;50-100;1000-5000;1000-5000;51.99;192.37;12.7
F;kE12E13;100-200;50-100;50-100;267.63;0.3;62.14
F;kE12E13;100-200;50-100;100-200;194.76;0.0;38.12
F;kE12E13;100-200;100-200;50-100;87.25;0.08;17.46
F;kE12E13;100-200;100-200;100-200;257.01;6.23;55.92
F;kE12E13;100-200;100-200;200-500;265.28;8.81;61.71
F;kE12E13;100-200;200-500;<50;118.64;18.45;25.13
F;kE12E13;100-200;200-500;50-100;135.26;7.69;29.67
F;kE12E13;100-200;200-500;100-200;165.9;18.6;36.04
F;kE12E13;100-200;200-500;200-500;237.04;37.18;51.24
F;kE12E13;100-200;200-500;500-1000;297.53;33.43;64.34
F;kE12E13;100-200;500-1000;<50;298.21;54.7;68.69
F;kE12E13;100-200;500-1000;50-100;143.78;3.31;29.06
F;kE12E13;100-200;500-1000;100-200;157.23;21.89;33.09
F;kE12E13;100-200;500-1000;200-500;211.76;39.82;45.76
F;kE12E13;100-200;500-1000;500-1000;233.63;53.13;51.17
F;kE12E13;100-200;500-1000;1000-5000;294.84;2.22;59.54
F;kE12E13;100-200;1000-5000;200-500;316.76;37.87;75.51
F;kE12E13;100-200;1000-5000;500-1000;248.47;24.1;55.28
F;kE12E13;100-200;1000-5000;1000-5000;46.64;175.66;11.43
F;kE12E13;200-500;100-200;50-100;267.15;1.58;55.16
F;kE12E13;200-500;100-200;200-500;163.61;3.9;35.48
F;kE12E13;200-500;200-500;100-200;210.85;0.33;45.99
F;kE12E13;200-500;200-500;200-500;226.21;40.59;44.85
F;kE12E13;200-500;200-500;500-1000;86.22;60.26;21.46
F;kE12E13;200-500;500-1000;50-100;44.69;0.31;10.46
F;kE12E13;200-500;500-1000;100-200;169.63;26.93;33.63
F;kE12E13;200-500;500-1000;200-500;181.52;26.19;39.28
F;kE12E13;200-500;500-1000;500-1000;208.65;44.35;46.0
F;kE12E13;200-500;500-1000;1000-5000;332.28;12.99;82.02
F;kE12E13;200-500;1000-5000;<50;84.74;8.06;18.11
F;kE12E13;200-500;1000-5000;50-100;8.76;30.33;0.28
F;kE12E13;200-500;1000-5000;100-200;13.64;33.97;0.35
F;kE12E13;200-500;1000-5000;200-500;157.84;16.54;34.6
F;kE12E13;200-500;1000-5000;500-1000;181.89;41.35;40.98
F;kE12E13;200-500;1000-5000;1000-5000;223.45;26.96;51.01
F;kE12E13;500-1000;1000-5000;500-1000;130.42;38.97;32.57
F;kE12E13;500-1000;1000-5000;1000-5000;174.42;25.13;38.77
F;kE14E15;<50;50-100;<50;174.94;28.55;40.24
F;kE14E15;<50;50-100;50-100;270.9;36.22;58.79
F;kE14E15;<50;50-100;100-200;302.91;31.98;67.04
F;kE14E15;<50;100-200;<50;137.5;16.46;30.24
F;kE14E15;<50;100-200;50-100;195.2;22.53;43.03
F;kE14E15;<50;100-200;100-200;254.43;24.84;54.91
F;kE14E15;<50;100-200;200-500;344.04;19.58;72.76
F;kE14E15;<50;100-200;1000-5000;505.01;5.05;95.43
F;kE14E15;<50;200-500;<50;312.31;11.59;70.52
F;kE14E15;<50;200-500;50-100;176.44;6.76;37.03
F;kE14E15;<50;200-500;100-200;258.74;26.58;54.34
F;kE14E15;<50;200-500;200-500;309.53;49.64;59.16
F;kE14E15;<50;500-1000;200-500;272.59;0.43;54.58
F;kE14E15;<50;1000-5000;50-100;230.51;0.2;51.38
F;kE14E15;50-100;50-100;<50;257.36;1.38;56.67
F;kE14E15;50-100;50-100;50-100;64.27;3.62;13.39
F;kE14E15;50-100;50-100;100-200;138.32;2.96;27.7
F;kE14E15;50-100;100-200;<50;124.85;4.8;27.86
F;kE14E15;50-100;100-200;50-100;162.34;14.18;35.59
F;kE14E15;50-100;100-200;100-200;213.8;21.54;46.67
F;kE14E15;50-100;100-200;200-500;286.86;31.62;60.11
F;kE14E15;50-100;200-500;<50;118.01;8.56;25.38
F;kE14E15;50-100;200-500;50-100;134.24;11.47;28.99
F;kE14E15;50-100;200-500;100-200;188.31;16.67;40.31
F;kE14E15;50-100;200-500;200-500;224.92;32.83;47.78
F;kE14E15;50-100;200-500;500-1000;325.59;1.37;68.22
F;kE14E15;50-100;500-1000;100-200;136.46;65.87;30.77
F;kE14E15;50-100;500-1000;200-500;254.64;14.26;54.41
F;kE14E15;50-100;500-1000;500-1000;444.0;10.3;89.76
F;kE14E15;50-100;1000-5000;50-100;182.8;1.4;34.47
F;kE14E15;50-100;1000-5000;500-1000;128.71;5.98;24.99
F;kE14E15;100-200;50-100;200-500;147.09;0.0;25.83
F;kE14E15;100-200;100-200;<50;76.26;6.27;6.16
F;kE14E15;100-200;100-200;50-100;193.23;3.35;40.5
F;kE14E15;100-200;100-200;100-200;138.25;0.79;27.48
F;kE14E15;100-200;100-200;200-500;166.19;25.75;36.89
F;kE14E15;100-200;200-500;<50;87.72;3.37;19.0
F;kE14E15;100-200;200-500;50-100;113.17;6.92;23.75
F;kE14E15;100-200;200-500;100-200;145.81;12.72;31.2
F;kE14E15;100-200;200-500;200-500;184.5;33.12;39.46
F;kE14E15;100-200;200-500;500-1000;200.23;71.73;43.22
F;kE14E15;100-200;200-500;1000-5000;355.28;1.02;78.12
F;kE14E15;100-200;500-1000;50-100;78.13;0.35;15.51
F;kE14E15;100-200;500-1000;100-200;127.18;13.14;27.81
F;kE14E15;100-200;500-1000;200-500;165.71;36.17;35.26
F;kE14E15;100-200;500-1000;500-1000;186.4;57.14;39.35
F;kE14E15;100-200;500-1000;1000-5000;343.03;8.78;65.39
F;kE14E15;100-200;1000-5000;200-500;193.02;0.31;37.33
F;kE14E15;100-200;1000-5000;500-1000;268.39;68.61;61.15
F;kE14E15;200-500;100-200;200-500;169.25;0.28;33.89
F;kE14E15;200-500;200-500;200-500;84.52;153.78;19.05
F;kE14E15;200-500;200-500;500-1000;148.7;0.0;28.3
F;kE14E15;200-500;500-1000;<50;59.93;0.22;11.27
F;kE14E15;200-500;500-1000;50-100;265.59;18.64;69.42
F;kE14E15;200-500;500-1000;100-200;99.21;26.21;22.22
F;kE14E15;200-500;500-1000;200-500;145.62;31.45;31.14
F;kE14E15;200-500;500-1000;500-1000;154.03;49.94;32.91
F;kE14E15;200-500;500-1000;1000-5000;203.35;0.49;37.48
F;kE14E15;200-500;1000-5000;50-100;53.56;1.51;10.26
F;kE14E15;200-500;1000-5000;100-200;71.26;149.11;27.23
F;kE14E15;200-500;1000-5000;200-500;123.58;20.94;26.09
F;kE14E15;200-500;1000-5000;500-1000;147.57;39.3;32.37
F;kE14E15;200-500;1000-5000;1000-5000;182.99;48.11;38.27
F;kE14E15;500-1000;500-1000;500-1000;286.2;0.76;70.58
F;kE14E15;500-1000;1000-5000;200-500;61.75;3.1;14.92
F;kE14E15;500-1000;1000-5000;500-1000;83.19;68.74;22.93
F;kE14E15;500-1000;1000-5000;1000-5000;145.84;20.36;34.07
F;kE16;<50;50-100;<50;143.29;23.2;31.92
F;kE16;<50;50-100;50-100;173.17;36.94;36.85
F;kE16;<50;50-100;100-200;204.48;64.54;43.06
F;kE16;<50;100-200;<50;99.88;24.08;22.99
F;kE16;<50;100-200;50-100;132.04;33.26;29.65
F;kE16;<50;100-200;100-200;168.38;37.09;37.13
F;kE16;<50;100-200;200-500;249.94;29.54;50.57
F;kE16;<50;200-500;<50;79.12;0.53;17.48
F;kE16;<50;200-500;50-100;144.82;23.4;32.7
F;kE16;<50;200-500;100-200;161.4;30.11;33.59
F;kE16;<50;200-500;200-500;221.93;60.89;46.66
F;kE16;<50;500-1000;200-500;214.62;22.99;49.75
F;kE16;50-100;50-100;50-100;171.78;8.55;33.62
F;kE16;50-100;50-100;100-200;93.56;11.03;19.48
F;kE16;50-100;50-100;200-500;68.35;126.02;14.55
F;kE16;50-100;50-100;500-1000;83.15;4.33;16.82
F;kE16;50-100;100-200;<50;104.55;11.05;23.51
F;kE16;50-100;100-200;50-100;110.09;17.31;24.24
F;kE16;50-100;100-200;100-200;144.5;40.55;32.45
F;kE16;50-100;100-200;200-500;243.67;41.64;53.59
F;kE16;50-100;200-500;<50;75.68;7.72;16.31
F;kE16;50-100;200-500;50-100;91.93;21.44;20.65
F;kE16;50-100;200-500;100-200;124.08;27.55;27.09
F;kE16;50-100;200-500;200-500;152.36;39.67;31.66
F;kE16;50-100;200-500;500-1000;237.9;83.03;43.98
F;kE16;50-100;500-1000;100-200;230.77;17.28;49.74
F;kE16;50-100;500-1000;200-500;149.63;50.18;30.3
F;kE16;50-100;500-1000;500-1000;283.71;117.79;63.03
F;kE16;50-100;1000-5000;1000-5000;73.58;0.22;14.8
F;kE16;100-200;100-200;200-500;355.48;1.96;28.41
F;kE16;100-200;200-500;50-100;66.29;12.97;15.21
F;kE16;100-200;200-500;100-200;95.34;18.1;20.83
F;kE16;100-200;200-500;200-500;124.71;33.83;26.63
F;kE16;100-200;200-500;500-1000;197.83;53.64;40.89
F;kE16;100-200;200-500;1000-5000;67.25;199.07;4.13
F;kE16;100-200;500-1000;50-100;104.46;17.09;24.86
F;kE16;100-200;500-1000;100-200;87.01;37.84;16.49
F;kE16;100-200;500-1000;200-500;114.8;42.12;24.08
F;kE16;100-200;500-1000;500-1000;118.78;62.57;24.29
F;kE16;100-200;1000-5000;200-500;173.07;6.58;36.06
F;kE16;100-200;1000-5000;500-1000;118.2;70.37;24.15
F;kE16;200-500;200-500;200-500;99.18;2.49;19.8
F;kE16;200-500;200-500;500-1000;78.45;28.11;16.35
F;kE16;200-500;500-1000;100-200;85.79;0.34;16.53
F;kE16;200-500;500-1000;200-500;96.87;39.48;20.37
F;kE16;200-500;500-1000;500-1000;108.74;40.55;23.33
F;kE16;200-500;500-1000;1000-5000;206.78;48.65;37.11
F;kE16;200-500;1000-5000;100-200;106.0;8.67;22.0
F;kE16;200-500;1000-5000;200-500;117.41;10.79;23.88
F;kE16;200-500;1000-5000;500-1000;96.7;50.7;20.96
F;kE16;200-500;1000-5000;1000-5000;83.75;73.09;23.7
F;kE16;500-1000;1000-5000;500-1000;73.54;37.4;21.06
F;kE16;500-1000;1000-5000;1000-5000;74.47;25.74;17.56
F;k2015;<50;50-100;<50;125.43;42.05;28.92
F;k2015;<50;50-100;50-100;180.06;31.11;39.06
F;k2015;<50;50-100;100-200;270.34;30.85;55.91
F;k2015;<50;50-100;200-500;160.02;83.79;33.37
F;k2015;<50;100-200;<50;72.13;36.57;17.7
F;k2015;<50;100-200;50-100;84.48;51.15;19.18
F;k2015;<50;100-200;100-200;109.31;66.77;23.93
F;k2015;<50;100-200;200-500;211.18;67.1;47.93
F;k2015;<50;200-500;<50;209.48;4.04;54.39
F;k2015;<50;200-500;50-100;91.45;31.13;21.26
F;k2015;<50;200-500;100-200;85.2;72.8;18.9
F;k2015;<50;200-500;200-500;125.9;80.24;26.75
F;k2015;<50;500-1000;50-100;29.97;33.79;6.01
F;k2015;<50;500-1000;100-200;265.94;16.83;63.8
F;k2015;<50;500-1000;200-500;244.0;3.3;46.4
F;k2015;<50;500-1000;500-1000;144.38;2.27;34.5
F;k2015;50-100;50-100;100-200;191.19;0.19;38.27
F;k2015;50-100;50-100;200-500;49.3;45.38;9.5
F;k2015;50-100;100-200;<50;68.84;21.9;14.41
F;k2015;50-100;100-200;50-100;75.59;39.47;16.85
F;k2015;50-100;100-200;100-200;95.26;56.14;21.63
F;k2015;50-100;100-200;200-500;165.21;41.39;33.75
F;k2015;50-100;100-200;500-1000;268.78;0.28;46.45
F;k2015;50-100;200-500;<50;69.08;23.31;14.97
F;k2015;50-100;200-500;50-100;55.35;36.63;13.27
F;k2015;50-100;200-500;100-200;75.63;47.88;16.95
F;k2015;50-100;200-500;200-500;91.41;59.25;19.51
F;k2015;50-100;200-500;500-1000;192.78;69.44;41.54
F;k2015;50-100;500-1000;100-200;394.88;7.38;102.54
F;k2015;50-100;500-1000;200-500;73.62;75.0;17.33
F;k2015;50-100;500-1000;500-1000;102.33;60.82;19.81
F;k2015;100-200;50-100;200-500;44.51;153.08;11.03
F;k2015;100-200;50-100;500-1000;66.0;22.46;10.89
F;k2015;100-200;100-200;<50;138.9;0.75;27.42
F;k2015;100-200;100-200;50-100;125.5;0.36;23.59
F;k2015;100-200;100-200;100-200;336.4;4.82;67.72
F;k2015;100-200;100-200;200-500;140.89;0.51;27.93
F;k2015;100-200;200-500;50-100;62.48;29.08;15.1
F;k2015;100-200;200-500;100-200;74.59;29.3;15.98
F;k2015;100-200;200-500;200-500;81.93;49.74;17.7
F;k2015;100-200;200-500;500-1000;127.83;91.17;23.34
F;k2015;100-200;200-500;1000-5000;223.46;34.34;34.36
F;k2015;100-200;500-1000;50-100;68.05;0.77;13.72
F;k2015;100-200;500-1000;100-200;95.08;36.21;19.2
F;k2015;100-200;500-1000;200-500;66.84;53.84;14.53
F;k2015;100-200;500-1000;500-1000;54.38;70.47;11.94
F;k2015;100-200;500-1000;1000-5000;58.48;118.91;12.02
F;k2015;100-200;1000-5000;200-500;84.94;67.05;17.15
F;k2015;100-200;1000-5000;500-1000;37.79;74.57;8.54
F;k2015;200-500;200-500;200-500;81.15;24.71;18.2
F;k2015;200-500;200-500;500-1000;100.79;32.5;24.26
F;k2015;200-500;500-1000;100-200;43.05;0.42;8.13
F;k2015;200-500;500-1000;200-500;66.5;42.09;14.6
F;k2015;200-500;500-1000;500-1000;62.61;57.94;13.4
F;k2015;200-500;500-1000;1000-5000;78.69;15.61;16.17
F;k2015;200-500;1000-5000;200-500;47.22;46.93;11.29
F;k2015;200-500;1000-5000;500-1000;51.53;56.44;12.0
F;k2015;200-500;1000-5000;1000-5000;48.66;51.58;11.41
F;k2015;500-1000;1000-5000;200-500;30.34;121.38;7.59
F;k2015;500-1000;1000-5000;500-1000;88.42;23.3;23.03
F;k2015;500-1000;1000-5000;1000-5000;51.83;42.22;11.06
